"Data","Lançamento","Categoria","Tipo","Valor"
"28/01/2026","BLEND GASTROBAR        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 120,89"
"27/01/2026","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"25/01/2026","AntonioCarlosLins      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 43,40"
"25/01/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 7,50"
"24/01/2026","99food  99Food  Resta  Goi nia       BRA","RESTAURANTES","Compra à vista","R$ 18,87"
"24/01/2026","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 42,00"
"24/01/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 15,00"
"24/01/2026","FLEX BEBIDAS           GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 19,00"
"23/01/2026","JIM COM  36403956 IRA  APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 65,98"
"23/01/2026","99food  99Food  Cande  Goi nia       BRA","RESTAURANTES","Compra à vista","R$ 22,20"
"22/01/2026","99food  99Food  Resta  Goi nia       BRA","RESTAURANTES","Compra à vista","R$ 18,87"
"20/01/2026","Google Crunchyroll An  SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 19,99"
"19/01/2026","PONTO DOS BOLOS        GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 35,00"
"19/01/2026","IFD RESTAURANTE ESPACO GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 17,48"
"17/01/2026","MFP                    GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 93,00"
"17/01/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 144,00"
"17/01/2026","SuperNobre             APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 50,00"
"16/01/2026","IFD BALAIOS RESTAURANT GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 25,74"
"16/01/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 26,50"
"16/01/2026","LANCHONETE DA CRIANCA  GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 8,00"
"15/01/2026","MERCADO MERCADOLIVRE   SO PAULO      BRA","OUTROS","Compra à vista","R$ 25,85"
"14/01/2026","MERCADOLIVRE 2PRODUTOS SO BERNARDO D BRA","OUTROS","Parcela 1/3","R$ 24,65"
"13/01/2026","Wellhub Gympass BR Wel Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 139,90"
"10/01/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 32,00"
"10/01/2026","BAR E RESTAURANTE EMPO APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 40,66"
"10/01/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 47,00"
"08/01/2026","JIM COM  51396809 ANT  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 32,00"
"07/01/2026","99food  99Food  Macar  Goi nia       BRA","RESTAURANTES","Compra à vista","R$ 26,40"
"07/01/2026","DL  GOOGLE Google One  SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 4,50"
"06/01/2026","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.647,45"
"05/01/2026","IFD BALAIOS RESTAURANT GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 25,74"
"04/01/2026","MERCADOLIVRE SOACESSO  SAO PAULO     BRA","ESPORTES","Compra à vista","R$ 32,90"
"04/01/2026","MP  DOUGLASCARVAL      OSASCO        BRA","SUPERMERCADO","Compra à vista","R$ 17,00"
"03/01/2026","CristalCelulares       APARECIDA DE  BRA","COMPRAS","Compra à vista","R$ 12,00"
"02/01/2026","IFD RESTAURANTE ESPACO GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 23,67"
"02/01/2026","HTM fabriciopacholo    Sorocaba      BRA","SERVICOS","Compra à vista","-R$ 84,10"
"02/01/2026","HTM fabriciopacholo    Sorocaba      BRA","SERVICOS","Parcela 2/2","R$ 42,05"
"02/01/2026","HTM fabriciopacholo    Sorocaba      BRA","SERVICOS","Parcela 1/2","R$ 42,05"
"02/01/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 7,50"
"01/01/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 11,25"
"01/01/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 69,60"
"31/12/2025","DROGARIA OLIMPICA      APARECIDA DE  BRA","DROGARIA","Compra à vista","R$ 18,00"
"31/12/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 10,00"
"31/12/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 29,00"
"31/12/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 17,00"
"31/12/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"31/12/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 39,00"
"06/12/2025","NFS ARAGUAIA           GOIANIA       BRA","ESPORTES","Parcela 2/5","R$ 189,99"
"09/11/2025","MERCADO MERCADOLIVRE   BARUERI       BRA","TRANSPORTE","Parcela 3/3","R$ 37,60"
