"Data","Lançamento","Categoria","Tipo","Valor"
"29/04/2026","JIM.COM* DONA DEUSA MA","RESTAURANTES","Compra à vista","R$ 15,00"
"27/04/2026","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"26/04/2026","MP  BARERESTAURAN      APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 67,50"
"26/04/2026","IOF ADICIONAL DB PF","OUTROS","Compra à vista","R$ 0,19"
"26/04/2026","IOF DIARIO DB PF","OUTROS","Compra à vista","R$ 0,05"
"26/04/2026","MP  LASKABAR           GOIANIA       BRA","BARES","Compra à vista","R$ 10,00"
"25/04/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 12,00"
"25/04/2026","MP  BARERESTAURAN      APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 101,00"
"25/04/2026","PIX CRED A VISTA","OUTROS","Compra à vista","R$ 50,00"
"25/04/2026","JUROS PIX CREDITO","OUTROS","Compra à vista","R$ 1,97"
"25/04/2026","JIM COM  FUTURA MOTO   APARECIDA DE  BRA","TRANSPORTE","Compra à vista","R$ 5,00"
"24/04/2026","JoseDaCostaReis        APARECIDA DE  BRA","SERVICOS","Compra à vista","R$ 15,00"
"20/04/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 85,00"
"19/04/2026","IOF ADICIONAL DB PF","OUTROS","Compra à vista","R$ 0,76"
"19/04/2026","IOF DIARIO DB PF","OUTROS","Compra à vista","R$ 0,31"
"18/04/2026","MP  LASKABAR           GOIANIA       BRA","BARES","Compra à vista","R$ 8,00"
"18/04/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 146,00"
"18/04/2026","ECHOPE                 APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 20,34"
"18/04/2026","PIX CRED A VISTA","OUTROS","Compra à vista","R$ 200,00"
"18/04/2026","JUROS PIX CREDITO","OUTROS","Compra à vista","R$ 12,48"
"18/04/2026","MP  LASKABAR           GOIANIA       BRA","BARES","Compra à vista","R$ 20,00"
"18/04/2026","MP  LASKABAR           GOIANIA       BRA","BARES","Compra à vista","R$ 20,00"
"17/04/2026","RJ COMERCIO DE BEBIDAS GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 31,50"
"17/04/2026","EMPORIO   DISTRIBUIDO  Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"17/04/2026","99Food  Hamburgueria T Goinia        BRA","ESPORTES","Compra à vista","R$ 14,96"
"16/04/2026","EMPORIO UNIVERSITARIO  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 3,00"
"16/04/2026","IFD 63 138 413 YASMIM  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 20,78"
"14/04/2026","99Food  RESTAURANTE E  Goinia        BRA","RESTAURANTES","Compra à vista","R$ 18,49"
"13/04/2026","Wellhub Rodrigo Alves  Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 149,99"
"12/04/2026","ELIAN LLORET           APARECIDA DE  BRA","HOSPEDAGEM","Compra à vista","R$ 13,00"
"12/04/2026","ELIAN LLORET           APARECIDA DE  BRA","HOSPEDAGEM","Compra à vista","R$ 115,00"
"11/04/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 87,00"
"11/04/2026","EMPORIO   DISTRIBUIDO  Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"10/04/2026","LUIZINHO COMERCIAL E D APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 6,00"
"10/04/2026","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 20,00"
"09/04/2026","IFD I LOVE ACAI LTDA   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 1,99"
"09/04/2026","POSTO PELICANO 7       GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 200,56"
"08/04/2026","JIM COM  DONA DEUSA M  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"06/04/2026","JIM COM  DONA DEUSA M  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"05/04/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"05/04/2026","CRED COMPRA PC","OUTROS","Compra à vista","-R$ 50,00"
"05/04/2026","Franciscoalailson      APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 44,00"
"05/04/2026","DON BUTEKO             GOIANIA       BRA","BARES","Compra à vista","R$ 30,00"
"05/04/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 30,00"
"05/04/2026","MR FISH BAR RESTAURANT APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 60,00"
"05/04/2026","MP  OASISPESCABAR      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"05/04/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"04/04/2026","99Food  Santoriny A ai Goinia        BRA","RESTAURANTES","Compra à vista","R$ 21,53"
"04/04/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"04/04/2026","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"03/04/2026","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 343,87"
"03/04/2026","UAI BEBIDAS            GOIANIA       BRA","OUTROS","Compra à vista","R$ 55,00"
"03/04/2026","BAR E RESTAURANTE EMPO APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 60,00"
"02/04/2026","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.213,71"
"02/04/2026","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"02/04/2026","LANCHONETE DA CRIANCA  GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 3,00"
"01/04/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 56,00"
"01/04/2026","BAR E RESTAURANTE EMPO APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 3,00"
"01/04/2026","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 3,00"
"31/03/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 51,00"
"30/03/2026","JIM COM  DONA DEUSA M  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"28/03/2026","PIX CRED PARCELADO","OUTROS","Parcela 2/4","R$ 8,46"
"18/02/2026","MILANO UBERABA         UBERABA       BRA","VESTUARIO","Parcela 3/3","R$ 36,53"
"04/02/2026","CEA GBU 705 ECPC       APARECIDA DE  BRA","VESTUARIO","Parcela 3/3","R$ 203,31"
"06/12/2025","NFS ARAGUAIA           GOIANIA       BRA","ESPORTES","Parcela 5/5","R$ 189,99"
