"Data","Lançamento","Categoria","Tipo","Valor"
"29/03/2025","P7  JARAGUA            JARAGUA       BRA","OUTROS","Compra à vista","R$ 15,30"
"27/03/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"23/03/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 25,00"
"22/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 20,00"
"22/03/2025","EMPORIO   DISTRIBUIDO  Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"22/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,00"
"22/03/2025","SOCIAL HOOKAH          GOIANIA       BRA","COMPRAS","Compra à vista","R$ 14,00"
"21/03/2025","Google Crunchyroll     SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 19,99"
"21/03/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 29,00"
"16/03/2025","EMPORIO CAMARGO        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 3,00"
"16/03/2025","EMPORIO CAMARGO        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"16/03/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 4,00"
"15/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 26,00"
"15/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 16,00"
"14/03/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 38,00"
"13/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,00"
"13/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 12,00"
"10/03/2025","FORTMIX                APARECIDA DE  BRA","COMPRAS","Compra à vista","R$ 5,00"
"10/03/2025","ACADEMIA 4 LIFE FITNES GOIANIA       BRA","ENTRETENIMENTO","Compra à vista","R$ 120,00"
"10/03/2025","LaFelicitaRestaur      GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"09/03/2025","MERCEARIA E CONVENIENC CERES         BRA","SUPERMERCADO","Compra à vista","R$ 39,00"
"09/03/2025","MerceariaE             CERES         BRA","SUPERMERCADO","Compra à vista","R$ 43,99"
"08/03/2025","LANCHONETEDOE          GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 13,00"
"08/03/2025","MERCEARIA E CONVENIENC CERES         BRA","SUPERMERCADO","Compra à vista","R$ 9,50"
"08/03/2025","MERCEARIA E CONVENIENC CERES         BRA","SUPERMERCADO","Compra à vista","R$ 88,00"
"08/03/2025","BENTO PEREIRA DA SILVA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,00"
"07/03/2025","ARMAZEM DO RICK        APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 29,90"
