"Data","Lançamento","Categoria","Tipo","Valor"
"02/06/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 39,00"
"02/06/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 23,00"
"30/05/2024","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 36,01"
"26/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"25/05/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 547,27"
"24/05/2024","VALORI  VERA CRUZ DIST APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"24/05/2024","PAG Bentopereirada     GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"23/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"23/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 2,00"
"21/05/2024","ZP IFOODCHICKEN LOVERS GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"19/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 16,00"
"18/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 3,00"
"18/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 13,00"
"14/05/2024","Google YouTube         SAO PAULO     BRA","SERVICOS","Compra à vista","R$ 13,90"
"14/05/2024","POSTO PELICANO 7       GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 136,47"
"12/05/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 20,00"
"12/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"11/05/2024","DISTRIBUIDORA DE BEBID SGOIANIA      BRA","RESTAURANTES","Compra à vista","R$ 96,00"
"11/05/2024","HNA OBOTICARIO         GOIANIA       BRA","COMPRAS","Compra à vista","R$ 184,90"
"11/05/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 20,00"
"10/05/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"07/05/2024","POSTO PELICANO 7       GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 20,00"
"06/05/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 634,05"
