"Data","Lançamento","Categoria","Tipo","Valor"
"29/04/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"27/04/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"25/04/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"22/04/2025","MP  AUTOBRILHO         OSASCO        BRA","OUTROS","Compra à vista","R$ 80,00"
"21/04/2025","POSTO NOSSA SENHORA D  VILA PROPICIO BRA","TRANSPORTE","Compra à vista","R$ 185,02"
"21/04/2025","SupermercadoReal       VILA PROPICIO BRA","SUPERMERCADO","Compra à vista","R$ 11,00"
"21/04/2025","Google Ellation        SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 19,99"
"21/04/2025","P9  CORUMBA DE GOIAS   CORUMBA DE GO BRA","OUTROS","Compra à vista","R$ 14,10"
"21/04/2025","TOPPASTERARIA          Vila Propcio  BRA","SUPERMERCADO","Compra à vista","R$ 20,00"
"20/04/2025","SUPERMERCADO TODO DIA  MINACU        BRA","SUPERMERCADO","Compra à vista","R$ 57,39"
"20/04/2025","AIC COMBUSTIVEIS       MINACU        BRA","TRANSPORTE","Compra à vista","R$ 204,99"
"20/04/2025","GF ENTRETENIMENTO E LO MINACU        BRA","HOSPEDAGEM","Compra à vista","R$ 100,00"
"19/04/2025","ROTA 19                MINACU        BRA","COMPRAS","Compra à vista","R$ 18,00"
"19/04/2025","ROTA 19                MINACU        BRA","COMPRAS","Compra à vista","R$ 110,00"
"18/04/2025","DROGAMARYS             APARECIDA DE  076","DROGARIA","Compra à vista","R$ 21,49"
"18/04/2025","DISPAULO               FORMOSO       BRA","RESTAURANTES","Compra à vista","R$ 52,00"
"18/04/2025","DISPAULO               FORMOSO       BRA","RESTAURANTES","Compra à vista","R$ 30,00"
"18/04/2025","BENTO PEREIRA DA SILVA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"14/04/2025","AUTO POSTO ANHANGUER   GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 165,24"
"13/04/2025","Wellhub Gympass BR Gym Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 89,90"
"12/04/2025","EMPORIO   DISTRIBUIDO  Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 63,00"
"08/04/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"07/04/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 1.047,36"
"07/04/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"06/04/2025","EMPORIO PARADA OBRIGAT APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 42,00"
"05/04/2025","EMPORIO CAMARGO        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 30,50"
"05/04/2025","EMPORIO CAMARGO        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"05/04/2025","BENTO PEREIRA DA SILVA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 54,50"
"05/04/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 17,00"
"04/04/2025","PANIF MANANCIAL        APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 9,60"
"04/04/2025","KauanFelipeDos         GOIANIA       BRA","SERVICOS","Compra à vista","R$ 10,50"
"04/04/2025","LANCHONETE DA CRIANCA  GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 7,00"
"02/04/2025","AUTO POSTO ANHANGUER   GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 157,37"
"30/03/2025","MERCEARIA E CONVENIENC CERES         BRA","SUPERMERCADO","Compra à vista","R$ 9,99"
"29/03/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 23,50"
"18/01/2025","FLASH CAR LUBRIFICAN   GOIANIA       BRA","TRANSPORTE","Parcela 3/3","R$ 112,00"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 7/10","R$ 69,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 7/12","R$ 237,91"
