"Data","Lançamento","Categoria","Tipo","Valor"
"05/04/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 369,08"
"28/03/2024","LANCHECRIANCA          Osasco        BRA","RESTAURANTES","Compra à vista","R$ 13,00"
"27/03/2024","PADRAODISTRIB          Osasco        BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"24/03/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 9,00"
"24/03/2024","Shopee R4 Peas e Acess Bento Goncal  BRA","COMPRAS","Compra à vista","R$ 68,08"
"24/03/2024","Uber    UBER    TRIP   Sao Paulo     BRA","TRANSPORTE","Compra à vista","R$ 8,93"
"21/03/2024","EMPORIO UNIVERSITARIO  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 7,00"
"18/03/2024","PAG RestauranteNovo    GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 29,24"
"17/03/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 24,75"
"17/03/2024","PAG Bentopereirada     GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 7,50"
"17/03/2024","PAG Bentopereirada     GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"17/03/2024","Uber    UBER    TRIP   Sao Paulo     BRA","TRANSPORTE","Compra à vista","R$ 8,95"
"16/03/2024","PAG ManoelDoEspirito   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 27,00"
"16/03/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 34,00"
"16/03/2024","PAG Bentopereirada     GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 19,00"
"16/03/2024","Uber    UBER    TRIP   Sao Paulo     BRA","TRANSPORTE","Compra à vista","R$ 10,98"
"16/03/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"16/03/2024","DROGARIA OLIMPICA II   GOIANIA       BRA","DROGARIA","Compra à vista","R$ 2,00"
"15/03/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 7,00"
"15/03/2024","PAG Izabelafrancinela  GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 24,00"
"15/03/2024","Google YouTube         SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 13,90"
"14/03/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 26,75"
"12/03/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 756,93"
"10/03/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 37,62"
"10/03/2024","PAG Bentopereirada     GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 23,00"
"10/03/2024","Uber    UBER    TRIP   Sao Paulo     BRA","TRANSPORTE","Compra à vista","R$ 19,29"
"10/03/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 14,00"
"05/03/2024","99APP        99App","TRANSPORTE","Compra à vista","R$ 4,70"
"16/01/2024","CELIAC ODONTOLOGIA     Goiania       BRA","SAUDE","Parcela 3/3","R$ 433,33"
"06/01/2024","NFS ARAGUAIA","ESPORTES","Parcela 3/4","R$ 224,99"
