"Data","Lançamento","Categoria","Tipo","Valor"
"29/03/2026","IOF CREDITO PARCELADO","OUTROS","Compra à vista","R$ 0,40"
"29/03/2026","EmporioDuarte          APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 20,25"
"29/03/2026","MR FISH BAR RESTAURANT APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 98,00"
"29/03/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 14,50"
"28/03/2026","PIX CRED PARCELADO","OUTROS","Parcela 1/4","R$ 8,46"
"28/03/2026","99Food  UP A AI        Goinia        BRA","RESTAURANTES","Compra à vista","R$ 10,98"
"27/03/2026","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"27/03/2026","EMPORIO COMPACABANA    GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 126,00"
"27/03/2026","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 12,50"
"26/03/2026","DISTRIBUIDORA UNIVERSI GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 2,50"
"25/03/2026","JIM COM  DONA DEUSA M  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"25/03/2026","POSTO SANTA LUZIA      APARECIDA DE  BRA","TRANSPORTE","Compra à vista","R$ 10,00"
"23/03/2026","JIM COM  DONA DEUSA M  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"21/03/2026","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 18,00"
"21/03/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 45,00"
"21/03/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 20,00"
"20/03/2026","BAR E RESTAURANTE EMPO APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"17/03/2026","PIX CRED A VISTA","OUTROS","Compra à vista","R$ 70,00"
"17/03/2026","IOF DIARIO DB PF","OUTROS","Compra à vista","R$ 0,12"
"17/03/2026","IOF ADICIONAL DB PF","OUTROS","Compra à vista","R$ 0,27"
"17/03/2026","JUROS PIX CREDITO","OUTROS","Compra à vista","R$ 4,83"
"14/03/2026","MP  BARERESTAURAN      APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 126,00"
"14/03/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 28,00"
"14/03/2026","EmporioItalia          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"13/03/2026","Wellhub Rodrigo Alves  Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 149,99"
"12/03/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 82,00"
"12/03/2026","MP  BARERESTAURAN      OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"09/03/2026","PRATIKO SUPERMERCADO   GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 14,90"
"09/03/2026","MP  PARREIRAPNEUS      OSASCO        BRA","OUTROS","Compra à vista","R$ 20,00"
"09/03/2026","DL GOOGLE Google       SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 4,50"
"08/03/2026","Google Brawl Stars     SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 39,90"
"07/03/2026","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 52,00"
"07/03/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 20,00"
"07/03/2026","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 236,00"
"06/03/2026","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.457,50"
"04/03/2026","LUIZINHO COMERCIAL E D APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 12,50"
"01/03/2026","IFD Boteco Raiz Marist Setor Marista BRA","BARES","Compra à vista","R$ 101,75"
"01/03/2026","MP  LASKABAR           OSASCO        BRA","BARES","Compra à vista","R$ 10,00"
