"Data","Lançamento","Categoria","Tipo","Valor"
"28/08/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 11,00"
"28/08/2025","99Food  UNDERGROUND BU Goiania       BRA","RESTAURANTES","Compra à vista","R$ 14,40"
"27/08/2025","IOF DIARIO DB PF","OUTROS","Compra à vista","R$ 0,05"
"27/08/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"27/08/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 3,00"
"27/08/2025","PIX CRED A VISTA","OUTROS","Compra à vista","R$ 50,00"
"27/08/2025","JUROS PIX CREDITO","OUTROS","Compra à vista","R$ 1,73"
"26/08/2025","99Food  59 799 835 MAT Goiania       BRA","RESTAURANTES","Compra à vista","R$ 9,48"
"25/08/2025","IFD          ZAMP SA   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 4,90"
"24/08/2025","EMPORIO SANTHI         GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 39,50"
"24/08/2025","IOF ADICIONAL DB PF","OUTROS","Compra à vista","R$ 0,19"
"24/08/2025","IOF DIARIO DB PF","OUTROS","Compra à vista","R$ 0,06"
"24/08/2025","PINELLI LTDA           APARECIDA DE  BRA","HOSPEDAGEM","Compra à vista","R$ 400,00"
"23/08/2025","EMPORIOW5              APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 18,50"
"23/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 54,00"
"23/08/2025","TEMOTEO                Aparecida de  BRA","SUPERMERCADO","Compra à vista","R$ 11,00"
"23/08/2025","EMPORIO DE BEBIDAS     APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 18,00"
"23/08/2025","PIX CRED A VISTA","OUTROS","Compra à vista","R$ 50,00"
"23/08/2025","JUROS PIX CREDITO","OUTROS","Compra à vista","R$ 2,36"
"22/08/2025","HORA DO CAFE           GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 10,50"
"22/08/2025","F M DOS SANTOS SILVA   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 13,74"
"21/08/2025","Google Ellation        SAO PAULO     BRA","SERVICOS","Compra à vista","R$ 19,99"
"18/08/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"17/08/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 12,00"
"16/08/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 48,50"
"16/08/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 35,50"
"16/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 48,32"
"15/08/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 22,30"
"15/08/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 6,00"
"15/08/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 6,25"
"14/08/2025","MERCADOPAGO  2PRODUTO  Goinia        BRA","CONSTRUCAO","Parcela 1/5","R$ 182,21"
"13/08/2025","Wellhub Gympass BR Gym Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 139,90"
"12/08/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 8,70"
"11/08/2025","99Food  ACAI DA GARAGE Goiania       BRA","RESTAURANTES","Compra à vista","R$ 4,49"
"10/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 22,00"
"10/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"10/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 80,00"
"10/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 62,00"
"10/08/2025","MARCELA RIBEIRO MENDE  APARECIDA DE  BRA","SERVICOS","Compra à vista","R$ 14,00"
"09/08/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 6,50"
"08/08/2025","LANCHONETE DA CRIANCA  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 4,00"
"08/08/2025","IFD          ZAMP SA   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 4,99"
"08/08/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 6,50"
"07/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"07/08/2025","BARDALUCIA             Osasco        BRA","SUPERMERCADO","Compra à vista","R$ 11,00"
"07/08/2025","ROSAEMEL               Aparecida de  BRA","SUPERMERCADO","Compra à vista","R$ 16,00"
"05/08/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 1.821,64"
"03/08/2025","MARCELA RIBEIRO MENDE  APARECIDA DE  BRA","SERVICOS","Compra à vista","R$ 12,00"
"03/08/2025","ZIG Moi Goiania        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 30,90"
"02/08/2025","FLEX BEBIDAS           GOIANIA       BRA","OUTROS","Compra à vista","R$ 94,00"
"02/08/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 69,00"
"01/08/2025","KauanFelipeDos         GOIANIA       BRA","SERVICOS","Compra à vista","R$ 19,50"
"31/07/2025","JANTINHA OLIVEIRA 86   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 11/12","R$ 237,91"
