"Data","Lançamento","Categoria","Tipo","Valor"
"04/02/2024","EMPORIO RAMOS PF","SUPERMERCADO","Compra à vista","R$ 22,00"
"04/02/2024","EMPORIO RAMOS PF","SUPERMERCADO","Compra à vista","R$ 20,00"
"03/02/2024","PAG EmporioW4","RESTAURANTES","Compra à vista","R$ 22,50"
"03/02/2024","PAG EmporioW4","RESTAURANTES","Compra à vista","R$ 24,00"
"30/01/2024","99APP        99App","TRANSPORTE","Compra à vista","R$ 7,28"
"30/01/2024","Uber UBER  TRIP HELP.U","TRANSPORTE","Compra à vista","R$ 5,74"
"28/01/2024","TO NO GRAU","RESTAURANTES","Compra à vista","R$ 6,30"
"28/01/2024","Uber    UBER    TRIP","TRANSPORTE","Compra à vista","R$ 22,96"
"25/01/2024","99APP        99App","TRANSPORTE","Compra à vista","R$ 5,82"
"24/01/2024","PAG Izabelafrancinela","SUPERMERCADO","Compra à vista","R$ 2,50"
"23/01/2024","RESTAURANTE BOM BAIANO","RESTAURANTES","Compra à vista","R$ 23,50"
"23/01/2024","Uber    UBER    TRIP","TRANSPORTE","Compra à vista","R$ 10,57"
"22/01/2024","EMP SERRA DOURADA","SUPERMERCADO","Compra à vista","R$ 18,70"
"20/01/2024","PAG EmporioW4","RESTAURANTES","Compra à vista","R$ 12,00"
"20/01/2024","EMPORIO RAMOS PF","SUPERMERCADO","Compra à vista","R$ 52,00"
"19/01/2024","CLARICE FERREIRA DE MA","RESTAURANTES","Compra à vista","R$ 65,00"
"19/01/2024","Google Invincibles","COMPRAS","Compra à vista","R$ 7,99"
"17/01/2024","PAG RottaUrbana","RESTAURANTES","Compra à vista","R$ 11,00"
"16/01/2024","CELIAC ODONTOLOGIA","SAUDE","Parcela 1/3","R$ 433,34"
"13/01/2024","DM           Spotify","PAGAMENTOS","Compra à vista","R$ 21,90"
"13/01/2024","PG  TON CARTEL STREE","VESTUARIO","Compra à vista","R$ 100,00"
"13/01/2024","PAG EmporioW4","RESTAURANTES","Compra à vista","R$ 12,00"
"10/01/2024","BEIJO FRIO","OUTROS","Compra à vista","R$ 9,03"
"09/01/2024","EMP SERRA DOURADA","SUPERMERCADO","Compra à vista","R$ 22,00"
"08/01/2024","EMP SERRA DOURADA","SUPERMERCADO","Compra à vista","R$ 24,53"
"08/01/2024","PAG*lanchedacrian","SUPERMERCADO","Compra à vista","R$ 9,00"
"06/01/2024","MAIA E BORBA SA","TRANSPORTE","Compra à vista","R$ 20,00"
"06/01/2024","NFS ARAGUAIA","ESPORTES","Parcela 1/2","R$ 200,00"
"06/01/2024","NFS ARAGUAIA","ESPORTES","Parcela 1/4","R$ 225,01"
"06/01/2024","PAG*EmporioW4","RESTAURANTES","Compra à vista","R$ 54,00"
"06/01/2024","PAG*EmporioW4","RESTAURANTES","Compra à vista","R$ 22,00"
"05/01/2024","PAG*EmporioW4","RESTAURANTES","Compra à vista","R$ 4,00"
