"Data","Lançamento","Categoria","Tipo","Valor"
"23/11/2023","PAG*Izabelafrancinela","SUPERMERCADO","Compra à vista","R$ 8,00"
"23/11/2023","99APP       *99App","TRANSPORTE","Compra à vista","R$ 15,10"
"22/11/2023","PAG*JoaoGabrielBelem","SUPERMERCADO","Compra à vista","R$ 12,00"
"22/11/2023","LANCHECRIANCA","RESTAURANTES","Compra à vista","R$ 11,10"
"22/11/2023","PAG*Izabelafrancinela","SUPERMERCADO","Compra à vista","R$ 2,50"
"20/11/2023","PAG*lanchedacrian","SUPERMERCADO","Compra à vista","R$ 6,60"
"19/11/2023","PADRAODISTRIB","RESTAURANTES","Compra à vista","R$ 21,00"
"19/11/2023","PAYGO*EMPORIO SANTA RI","RESTAURANTES","Compra à vista","R$ 48,00"
"19/11/2023","PADRAODISTRIB","RESTAURANTES","Compra à vista","R$ 84,00"
"19/11/2023","PAG*ELTONDEOLIVEIRADI","SUPERMERCADO","Compra à vista","R$ 53,00"
"18/11/2023","50.881.065 BRENDA PERE","RESTAURANTES","Compra à vista","R$ 23,00"
"18/11/2023","MARIASANTANA","OUTROS","Compra à vista","R$ 8,00"
"18/11/2023","50.881.065 BRENDA PERE","RESTAURANTES","Compra à vista","R$ 21,00"
"17/11/2023","50.881.065 BRENDA PERE","RESTAURANTES","Compra à vista","R$ 8,00"
"16/11/2023","EMP SERRA DOURADA","SUPERMERCADO","Compra à vista","R$ 28,40"
"15/11/2023","50.881.065 BRENDA PERE","RESTAURANTES","Compra à vista","R$ 36,00"
"14/11/2023","EMP SERRA DOURADA","SUPERMERCADO","Compra à vista","R$ 21,40"
"13/11/2023","DM*Spotify","PAGAMENTOS","Compra à vista","R$ 11,90"
"13/11/2023","EMP SERRA DOURADA","SUPERMERCADO","Compra à vista","R$ 20,00"
"12/11/2023","EMPORIO SANTA RITA","RESTAURANTES","Compra à vista","R$ 13,00"
"12/11/2023","PAG*CaioEliasRibeiro","RESTAURANTES","Compra à vista","R$ 53,00"
"11/11/2023","JUCARA AGUIAR XAVIER 1","RESTAURANTES","Compra à vista","R$ 3,75"
"11/11/2023","R P A COMERCIO DE PROD","COMPRAS","Compra à vista","R$ 83,74"
"11/11/2023","PAG*CERVEJAO","VESTUARIO","Compra à vista","R$ 18,00"
"11/11/2023","JUCARA AGUIAR XAVIER 1","RESTAURANTES","Compra à vista","R$ 45,00"
"11/11/2023","COMERCIAL DE ALIMENTOS","SUPERMERCADO","Compra à vista","R$ 30,73"
"11/11/2023","PAG*jrdistribuido","SERVICOS","Compra à vista","R$ 21,42"
"05/11/2023","99APP       *99App","TRANSPORTE","Compra à vista","R$ 8,20"
"04/11/2023","99APP       *99App","TRANSPORTE","Compra à vista","R$ 17,90"
"03/11/2023","Google Riot Games Inc","SERVICOS","Compra à vista","R$ 39,90"
"31/10/2023","EBN*SPOTIFY","PAGAMENTOS","Compra à vista","R$ 11,90"
