"Data","Lançamento","Categoria","Tipo","Valor"
"02/10/2024","Izabelafrancinela      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 8,00"
"30/09/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 14,50"
"29/09/2024","UAIBEBIDAS             Goinia        BRA","OUTROS","Compra à vista","R$ 92,00"
"28/09/2024","Bentopereirada         GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,00"
"28/09/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 43,50"
"28/09/2024","MP  UAIBEBIDAS         Goinia        BRA","SUPERMERCADO","Compra à vista","R$ 42,00"
"27/09/2024","Izabelafrancinela      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 21,50"
"24/09/2024","ZP IFOODQGCARREF28EED8 GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,98"
"24/09/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 14,50"
"23/09/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 14,50"
"21/09/2024","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 21,00"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 1/10","R$ 69,00"
"21/09/2024","MP  UAIBEBIDAS         Goinia        BRA","OUTROS","Compra à vista","R$ 11,00"
"21/09/2024","COSTA ATACADAO         GOIANIA       BRA","COMPRAS","Compra à vista","R$ 71,51"
"21/09/2024","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 22,50"
"21/09/2024","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,00"
"21/09/2024","DL GOOGLE Take T       SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 19,99"
"20/09/2024","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,00"
"20/09/2024","Izabelafrancinela      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 15,00"
"20/09/2024","NOVA OPCAO DE BILHAR   GOIANIA       BRA","BARES","Compra à vista","R$ 4,00"
"20/09/2024","NOVA OPCAO DE BILHAR   GOIANIA       BRA","BARES","Compra à vista","R$ 15,81"
"19/09/2024","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 39,00"
"14/09/2024","Google YouTube         SAO PAULO     BRA","SERVICOS","Compra à vista","R$ 13,90"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 1/12","R$ 237,99"
"14/09/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 19,00"
"14/09/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 24,33"
"14/09/2024","FP  FP                 GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 100,00"
"11/09/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 196,50"
"10/09/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 18,00"
"09/09/2024","R10 AUTO PECAS E ACESS GOIANIA       BRA","OUTROS","Compra à vista","R$ 40,00"
"09/09/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 18,00"
"08/09/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 45,50"
"07/09/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 212,09"
"07/09/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 93,00"
"07/09/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 26,00"
"06/09/2024","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 26,00"
