"Data","Lançamento","Categoria","Tipo","Valor"
"28/09/2025","DistribuidoraE         GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,60"
"28/09/2025","MP  EMPORIOCOWBOY      Goinia        BRA","RESTAURANTES","Compra à vista","R$ 13,50"
"28/09/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 1,50"
"27/09/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"26/09/2025","KauanFelipeDos         GOIANIA       BRA","SERVICOS","Compra à vista","R$ 9,25"
"26/09/2025","KauanFelipeDos         GOIANIA       BRA","SERVICOS","Compra à vista","R$ 21,85"
"26/09/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 44,00"
"26/09/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 39,00"
"26/09/2025","IFD ARCOS DOURADOS COM GOIANA        BRA","RESTAURANTES","Compra à vista","R$ 11,88"
"22/09/2025","IFD BALAIOS RESTAURANT GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 24,75"
"20/09/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,50"
"20/09/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 100,00"
"20/09/2025","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 205,74"
"20/09/2025","Google Crunchyroll     SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 19,99"
"20/09/2025","SuperNobre             APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 50,00"
"18/09/2025","99Food  59 293 806 LEO Goiania       BRA","RESTAURANTES","Compra à vista","R$ 19,99"
"17/09/2025","IFD          ZAMP SA   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 4,90"
"13/09/2025","REDE Z Z               GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 51,96"
"13/09/2025","Gefersonreges          APARECIDA DE  BRA","SERVICOS","Compra à vista","R$ 31,00"
"13/09/2025","Wellhub Gympass BR Gym Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 139,90"
"13/09/2025","ZIG Fluxo Goiania      Goiania       BRA","BARES","Compra à vista","R$ 36,40"
"12/09/2025","POSTO BRASPETRO        GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 50,00"
"12/09/2025","IFD ARCOS DOURADOS COM GOIANA        BRA","RESTAURANTES","Compra à vista","R$ 11,88"
"10/09/2025","51 396 809 ANTONIA NA  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 33,00"
"10/09/2025","IFD 48 032 556 WELLING GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 14,90"
"09/09/2025","HORA DO CAFE           GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 7,00"
"08/09/2025","IFD OLIVEIRAS RESTAURA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,49"
"07/09/2025","CAPIVARI CAMPING       PALMEIRAS DE  BRA","SUPERMERCADO","Compra à vista","R$ 100,00"
"06/09/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 34,00"
"06/09/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 2,00"
"06/09/2025","Valori  RRS COMERCIO   Aparecida de  BRA","HOSPEDAGEM","Compra à vista","R$ 92,00"
"06/09/2025","ELTONDEOLIVEIRADI      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 2,50"
"06/09/2025","ELTONDEOLIVEIRADI      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 7,00"
"06/09/2025","ELTONDEOLIVEIRADI      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 73,50"
"06/09/2025","ELTONDEOLIVEIRADI      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 16,00"
"06/09/2025","POSTO Z Z SANTA MARTA  GUAPO         BRA","TRANSPORTE","Compra à vista","R$ 146,42"
"05/09/2025","IFD I LOVE ACAI PEDRO  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 0,90"
"05/09/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 12,32"
"05/09/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.020,05"
"05/09/2025","IFD I LOVE ACAI PEDRO  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 0,90"
"05/09/2025","IFD I LOVE ACAI PEDRO  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 0,90"
"03/09/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 15,00"
"03/09/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"02/09/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 19,00"
"01/09/2025","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"31/08/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"31/08/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 51,50"
"30/08/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 5,00"
"14/08/2025","MERCADOPAGO  2PRODUTO  Goinia        BRA","CONSTRUCAO","Parcela 2/5","R$ 182,17"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 12/12","R$ 237,91"
