"Data","Lançamento","Categoria","Tipo","Valor"
"27/07/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"26/07/2025","EMPORIO DE BEBIDAS AGU APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 58,00"
"26/07/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 54,00"
"26/07/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 54,00"
"25/07/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 59,00"
"21/07/2025","LA CASA DOS SALGADOS   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 11,50"
"21/07/2025","Google Ellation        SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 19,99"
"21/07/2025","EmporioW5              APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"19/07/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 6,50"
"19/07/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 50,00"
"19/07/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 23,50"
"16/07/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 27,75"
"16/07/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 37,00"
"16/07/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 14,50"
"13/07/2025","Wellhub Gympass BR Gym Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 139,90"
"13/07/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 21,00"
"13/07/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 21,00"
"13/07/2025","BIRUTAO                GOIANIA       BRA","BARES","Compra à vista","R$ 185,68"
"12/07/2025","EMPORIO MALIBU         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 18,00"
"12/07/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 6,00"
"12/07/2025","EMPORIO MALIBU         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 9,00"
"12/07/2025","EMPORIO MALIBU         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 9,00"
"12/07/2025","EMPORIO E DISTRIBUIDOR APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"12/07/2025","JoseDaCostaReis        APARECIDA DE  BRA","SERVICOS","Compra à vista","R$ 10,00"
"09/07/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 32,00"
"09/07/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 2,50"
"09/07/2025","YONE                   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 42,00"
"08/07/2025","PG  TIKMAIS GOIAS EC   APARECIDA DE  BRA","VIAGEM","Compra à vista","R$ 22,40"
"07/07/2025","BARATAO MODAS GYN      RIO VERDE     BRA","VESTUARIO","Compra à vista","R$ 50,00"
"07/07/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.515,30"
"06/07/2025","MP  YONE               OSASCO        BRA","RESTAURANTES","Compra à vista","R$ 58,00"
"05/07/2025","EMPORIO MALIBU         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 6,50"
"05/07/2025","YONE                   Osasco        BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"05/07/2025","YONE                   Osasco        BRA","RESTAURANTES","Compra à vista","R$ 58,00"
"05/07/2025","EMPORIO MALIBU         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 6,50"
"05/07/2025","EMPORIO MALIBU         GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 6,50"
"05/07/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 15,00"
"04/07/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 13,00"
"04/07/2025","FelipeJoseMachado      APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 32,00"
"04/07/2025","IFD 58 127 786 RAFAELA GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 29,93"
"04/07/2025","37 145 821 SILVANA AP  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 6,50"
"01/07/2025","MATTEO PIZZARIA E REST GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 25,51"
"03/05/2025","R10 AUTO PECAS E ACESS GOIANIA       BRA","OUTROS","Parcela 3/3","R$ 198,33"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 10/10","R$ 69,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 10/12","R$ 237,91"
