"Data","Lançamento","Categoria","Tipo","Valor"
"04/12/2024","EMPORIO BK             APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"02/12/2024","POSTO SANTA LUZIA      APARECIDA DE  BRA","TRANSPORTE","Compra à vista","R$ 137,02"
"02/12/2024","RestauranteNovo        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 28,61"
"30/11/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"30/11/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 45,75"
"30/11/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 91,00"
"30/11/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 32,00"
"30/11/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 16,00"
"30/11/2024","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 40,00"
"30/11/2024","LUIZINHO DISTRIBUIDORA APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 11,00"
"29/11/2024","FROGPAY NOSSO BOTECO   GOIANIA       BRA","BARES","Compra à vista","R$ 75,90"
"28/11/2024","CLARO FLEX REC         SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"27/11/2024","AntoniaNazidiDe        GOIANIA       BRA","SERVICOS","Compra à vista","R$ 27,00"
"26/11/2024","QSABOR                 Osasco        BRA","SUPERMERCADO","Compra à vista","R$ 5,00"
"24/11/2024","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 9,98"
"23/11/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 49,16"
"22/11/2024","MATTEO PIZZARIA E REST GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 29,04"
"22/11/2024","Izabelafrancinela      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 11,00"
"20/11/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 68,50"
"19/11/2024","QSABOR                 Osasco        BRA","SUPERMERCADO","Compra à vista","R$ 5,00"
"18/11/2024","RestauranteNovo        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 20,75"
"16/11/2024","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 117,84"
"15/11/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 67,00"
"15/11/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 6,00"
"14/11/2024","Google YouTube         SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 13,90"
"13/11/2024","LANCHONETE DA CRIANCA  GOIANIA       BRA","COMPRAS","Compra à vista","R$ 6,00"
"12/11/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"11/11/2024","RestauranteNovo        GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 33,40"
"09/11/2024","UAIBEBIDAS             Goinia        BRA","OUTROS","Compra à vista","R$ 86,50"
"09/11/2024","PPRO MICROSOFT         SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 59,99"
"08/11/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 8,00"
"07/11/2024","PONTO DOS BOLOS        GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 31,00"
"06/11/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 1.069,15"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 3/10","R$ 69,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 3/12","R$ 237,91"
