"Data","Lançamento","Categoria","Tipo","Valor"
"29/12/2025","LANCHONETE DA CRIANCA  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 10,00"
"28/12/2025","CHURRASCARIA E LANCHON RIO DO ANTONI BRA","SUPERMERCADO","Compra à vista","R$ 13,00"
"27/12/2025","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"27/12/2025","RESTAURANTE DA ROSA    CONTENDAS DO  BRA","SUPERMERCADO","Compra à vista","R$ 21,00"
"27/12/2025","MARIA ROSA DE SOUZA BR CONTENDAS DO  BRA","SAUDE","Compra à vista","R$ 60,00"
"27/12/2025","CABANA GIRA SOL        ILHEUS        BRA","SUPERMERCADO","Compra à vista","R$ 30,00"
"26/12/2025","RIOS ATACAREJO         ITACARE       BRA","SUPERMERCADO","Compra à vista","R$ 7,99"
"26/12/2025","MP  GIANDSONSANTO      Itacar        BRA","OUTROS","Compra à vista","R$ 24,00"
"26/12/2025","RIOS ATACAREJO         ITACARE       BRA","SUPERMERCADO","Compra à vista","R$ 58,98"
"25/12/2025","JAPONES DB             UBAITABA      BRA","SUPERMERCADO","Compra à vista","R$ 42,00"
"25/12/2025","Josesorladejesus       ITACARE       BRA","SUPERMERCADO","Compra à vista","R$ 24,00"
"25/12/2025","VB PRODUCOES           ITACARE       BRA","VIAGEM","Compra à vista","R$ 87,11"
"25/12/2025","MERCEARIA SANTANA      MILAGRES      BRA","SUPERMERCADO","Compra à vista","R$ 18,90"
"24/12/2025","MIX BREJINHOS          OLIVEIRA DOS  BRA","VESTUARIO","Compra à vista","R$ 12,00"
"24/12/2025","MercadoPinheiro        OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 45,00"
"24/12/2025","Supermercado           OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 5,19"
"22/12/2025","MercadoPinheiro        OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 45,00"
"21/12/2025","HOTEL JJ BOM PRECO     OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 20,00"
"21/12/2025","MARCIO PEREIRA GOMES   OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 43,00"
"21/12/2025","MercadoPinheiro        OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 45,00"
"20/12/2025","BREJINHOS MERCADINHO   OLIVEIRA DOS  BRA","SUPERMERCADO","Compra à vista","R$ 51,00"
"20/12/2025","Google Crunchyroll     SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 19,99"
"20/12/2025","RESTAURANTE PRATO BOM  BOM JESUS DA  BRA","RESTAURANTES","Compra à vista","R$ 30,00"
"19/12/2025","PANIFICADORA PAO NOS   CORRENTINA    BRA","SUPERMERCADO","Compra à vista","R$ 4,50"
"19/12/2025","PANIFICADORA PAO NOS   CORRENTINA    BRA","SUPERMERCADO","Compra à vista","R$ 8,00"
"18/12/2025","BEZERRA LIDER          BEZERRA       BRA","RESTAURANTES","Compra à vista","R$ 25,00"
"18/12/2025","BAR E DISTRIBUIDORA NO CORRENTINA    BRA","BARES","Compra à vista","R$ 50,00"
"18/12/2025","J P   SUPERMERCADO     CORRENTINA    BRA","SUPERMERCADO","Compra à vista","R$ 49,00"
"15/12/2025","RESTAURANTE NOVO SABOR GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 23,63"
"14/12/2025","R L ESTOFADOS          APARECIDA DE  BRA","SERVICOS","Compra à vista","R$ 20,00"
"14/12/2025","FourTechAutomotiv      APARECIDA DE  BRA","OUTROS","Compra à vista","R$ 50,00"
"13/12/2025","FourTechAutomotiv      APARECIDA DE  BRA","OUTROS","Compra à vista","R$ 50,00"
"13/12/2025","MP  IMPERIODISTRI      Aparecida de  BRA","SUPERMERCADO","Compra à vista","R$ 12,00"
"13/12/2025","Wellhub Gympass BR Wel Sao Paulo     BRA","SERVICOS","Compra à vista","R$ 139,90"
"12/12/2025","EMPORIO W4             APARECIDA DE  BRA","BARES","Compra à vista","R$ 15,50"
"10/12/2025","IFD 54 138 858 RENATO  GOIANIA       BRA","SERVICOS","Compra à vista","R$ 32,15"
"10/12/2025","DROGASIL 1353          GOIANIA       BRA","DROGARIA","Compra à vista","R$ 23,67"
"09/12/2025","IFD ARCOS DOURADOS COM GOIANA        BRA","RESTAURANTES","Compra à vista","R$ 8,88"
"08/12/2025","RESTAURANTE NOVO SABOR GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 25,55"
"08/12/2025","MP  LORRANACARNEI      OSASCO        BRA","COMPRAS","Compra à vista","R$ 27,00"
"08/12/2025","IFD ARCOS DOURADOS COM GOIANA        BRA","RESTAURANTES","Compra à vista","R$ 8,88"
"08/12/2025","MP  LORRANACARNEI      OSASCO        BRA","COMPRAS","Compra à vista","R$ 27,00"
"07/12/2025","DL GOOGLE Google       SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 1,00"
"07/12/2025","MP  OASISPESCABAR      Osasco        BRA","RESTAURANTES","Compra à vista","R$ 148,11"
"06/12/2025","MAIA E BORBA S A       GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 26,00"
"06/12/2025","CASA DO SABOR          GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 5,00"
"06/12/2025","PORTAO 62 SPORTS PUB   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"06/12/2025","NFS ARAGUAIA           GOIANIA       BRA","ESPORTES","Parcela 1/5","R$ 190,02"
"06/12/2025","Antonieta              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 70,40"
"06/12/2025","ANTONIETA RESTAURANT L UGOIANIA      BRA","RESTAURANTES","Compra à vista","R$ 80,00"
"06/12/2025","PORTAO 62 SPORTS PUB   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"05/12/2025","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 120,00"
"05/12/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 2.650,81"
"04/12/2025","DL GOOGLE Brawl        SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 29,90"
"03/12/2025","STOP VITAMINAS         GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 10,00"
"02/12/2025","LANCHONETE DA CRIANCA  GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 8,00"
