"Data","Lançamento","Categoria","Tipo","Valor"
"03/07/2024","EMPORIO UNIVERSITARI   GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 10,00"
"29/06/2024","UAIBEBIDAS             Osasco        BRA","SUPERMERCADO","Compra à vista","R$ 14,00"
"29/06/2024","UAIBEBIDAS             Osasco        BRA","SUPERMERCADO","Compra à vista","R$ 14,00"
"24/06/2024","FROGPAY EMPORIO 71     GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 20,00"
"21/06/2024","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 20,00"
"19/06/2024","aliexpress             SAO PAULO     BRA","SERVICOS","Compra à vista","R$ 183,38"
"19/06/2024","PAG DellicataPaes      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 54,68"
"16/06/2024","UAIBEBIDAS             Osasco        BRA","SUPERMERCADO","Compra à vista","R$ 27,00"
"15/06/2024","SMART TEND TUDO        APARECIDA DE  076","SUPERMERCADO","Compra à vista","R$ 52,49"
"14/06/2024","Google YouTube         SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 13,90"
"11/06/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 101,00"
"09/06/2024","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 48,00"
"07/06/2024","SANTA                  Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 40,50"
"07/06/2024","PAG Izabelafrancinela  GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 12,50"
"06/06/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 130,01"
