"Data","Lançamento","Categoria","Tipo","Valor"
"04/01/2025","ZP WOGNO MARTINS       GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 13,20"
"04/01/2025","ZP WOGNO MARTINS       GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 13,20"
"03/01/2025","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 1.647,43"
"03/01/2025","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 10,00"
"31/12/2024","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 7,49"
"31/12/2024","EMPORIO RAMOS PF       APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 52,00"
"31/12/2024","SUP LARANJEIRA         APARECIDA DE  BRA","SUPERMERCADO","Compra à vista","R$ 45,40"
"31/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 216,00"
"29/12/2024","EMPORIO TOCA DO LOBO   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 31,33"
"29/12/2024","SUPERMERCADO CRISTO RE GOIANIA       BRA","COMPRAS","Compra à vista","R$ 110,28"
"29/12/2024","EMPORIO TOCA DO LOBO   APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 31,33"
"29/12/2024","DistribuidoraE         GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 48,35"
"28/12/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 28,00"
"28/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 19,00"
"28/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 38,00"
"28/12/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 27,99"
"27/12/2024","CLARO FLEX             SAO PAULO     BRA","OUTROS","Compra à vista","R$ 39,99"
"24/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 17,00"
"23/12/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"22/12/2024","SUPER LELES MERCADO E  Ceres         BRA","SUPERMERCADO","Compra à vista","R$ 46,00"
"21/12/2024","MERCEARIA E CONVENIENC Ceres         BRA","SUPERMERCADO","Compra à vista","R$ 40,20"
"21/12/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 24,00"
"20/12/2024","BAR TCHE               GOIANIA       BRA","BARES","Compra à vista","R$ 58,20"
"16/12/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"15/12/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 9,00"
"14/12/2024","50881065 BRENDA PERE   APARECIDA DE  BRA","BARES","Compra à vista","R$ 15,50"
"14/12/2024","Google YouTube         SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 13,90"
"14/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 72,50"
"14/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 28,50"
"13/12/2024","CERVEJARIA DIAS LTDA   GOIANIA       BRA","OUTROS","Compra à vista","R$ 108,57"
"11/12/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"10/12/2024","DonaDeusa              GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 15,00"
"09/12/2024","PPRO MICROSOFT         SAO PAULO     BRA","COMPRAS","Compra à vista","R$ 59,99"
"07/12/2024","YONE                   Aparecida de  BRA","RESTAURANTES","Compra à vista","R$ 13,50"
"06/12/2024","BAR TCHE               GOIANIA       BRA","BARES","Compra à vista","R$ 14,00"
"06/12/2024","PAGAMENTO ON LINE","OUTROS","Compra à vista","-R$ 1.529,24"
"06/12/2024","EMPORIO RAMOS          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 12,50"
"05/12/2024","SHOW GRILL E ACAI      GOIANIA       BRA","SUPERMERCADO","Compra à vista","R$ 26,00"
"05/12/2024","ZIG Tem no Tacho       Goiania       BRA","RESTAURANTES","Compra à vista","R$ 26,00"
"21/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 4/10","R$ 69,00"
"14/09/2024","PortoPneus             GOIANIA       BRA","TRANSPORTE","Parcela 4/12","R$ 237,91"
