"Data","Lançamento","Categoria","Tipo","Valor"
"20/04/2024","PAG Bentopereirada     GOIANIA       BRA","RESTAURANTES","Compra à vista","R$ 36,00"
"14/04/2024","Google YouTube         SAO PAULO     BRA","ENTRETENIMENTO","Compra à vista","R$ 13,90"
"14/04/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 12,00"
"13/04/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 17,00"
"13/04/2024","POSTO PELICANO 7       GOIANIA       BRA","TRANSPORTE","Compra à vista","R$ 174,66"
"13/04/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 12,00"
"13/04/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 4,25"
"13/04/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 4,25"
"12/04/2024","PAG AlessandraRodrigu  GOIANIA       BRA","VESTUARIO","Compra à vista","R$ 20,00"
"12/04/2024","BEIJO FRIO SORVETES    GOIANIA       BRA","OUTROS","Compra à vista","R$ 20,00"
"06/04/2024","PAG EmporioW4          APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 8,00"
"06/04/2024","PAG RottaUrbana        APARECIDA DE  BRA","RESTAURANTES","Compra à vista","R$ 87,00"
"06/01/2024","NFS ARAGUAIA           GOIANIA       BRA","ESPORTES","Parcela 4/4","R$ 224,99"
